"x1","x2","x3","x4","x5","y","w"
-0.685661664496834,0.290433348159067,-0.141808656570536,-0.202515342264725,0.0712224365626523,-1.96324735143178,1
-0.79271446858291,-1.30379423270979,-0.813898073869445,-1.21438243722599,0.97029002598341,-2.32434440282879,1
-0.407004152261873,-0.114100599327674,-0.325540589312666,-0.0195263460837836,0.310035251634959,-0.954105780312303,1
-1.14867061145898,-0.092962085023748,0.378157397165477,-0.754033536543343,-0.139548562486308,-2.58481124078061,1
1.11576046554672,-0.122560626447375,-1.994485362048,1.18908758835552,-0.326311134226136,2.15247453811761,0
-0.879456778170004,-0.883310771318462,-0.999356693242897,1.51016674154176,-0.118809506845105,-1.64416394809956,1
1.27932293753161,0.600169469401305,0.283822423134089,-1.17039262434416,0.893558893245564,1.64777674806022,0
-1.45427725484716,0.717134365632955,-1.10119397684316,-1.29392827357685,0.211114510660006,-5.21802551266947,1
0.84222876919352,-0.390874782474331,0.983346982359529,-0.4850066524442,-0.48877979383539,2.02726479970973,1
-0.603215007812732,0.427892517086193,-1.01662540554706,-0.0596950692064959,-0.220371925105047,-1.33948484051784,0
0.131555027342539,-0.837105234296302,-0.863907495138643,0.128079710548587,-2.29624578010251,0.218131362221104,0
0.764444556679586,0.0225598675334932,-0.226986669320352,0.797932250756203,0.276912276234543,2.34873300695546,0
-0.917135166591924,0.760060847485706,-0.272388059455222,-1.01607550028687,0.97381626739689,-2.9786431086958,1
0.23739451514297,0.245713332088109,-0.253790438243238,0.246453295107586,-1.13659426081856,1.23237568154041,1
-0.0446890666120593,0.14139134685168,0.415776373443036,-0.638881930290301,0.096082134851769,-0.00427166134267669,0
-1.11855030356248,1.3405773256748,0.572441869624907,-0.602284587925851,-0.485349736149113,-1.80123570872485,0
0.576705022824006,-0.749105637416039,-1.81823624118953,0.549106639701504,-0.788399026812027,2.29556837025571,1
-2.30174221004384,0.776584537569481,0.953336849161407,0.124094839861073,0.0878398540977854,-7.82205805429714,1
1.54401138418949,0.228181606829711,1.34424787271312,0.70955825469573,-0.7423459362516,4.94836843717648,1
1.19632123896946,-0.736400489379546,-0.754470215261657,-0.823690362514076,-0.0773567065381147,2.16517568259691,0
-0.201676879864589,-0.0704274811359867,-1.88690223703747,0.0867371535805039,1.32327281455315,-0.837342277738065,1
-0.432271579852631,-0.376126589747127,-1.63915999611165,-0.178418195109861,-1.70146191827513,-1.8330447443648,1
0.346948643890299,0.663223068581971,-1.91281989340237,1.02363816801281,-0.673478124526596,0.863043189429307,1
