"t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20"
0.999543378995434,0.998831587429492,0.998831587429492,0.998384164218189,0.998384164218189,0.997900853204885,0.997553344813106,0.997553344813106,0.997553344813106,0.997553344813106,0.994075061322609,0.994075061322609,0.991946153642003,0.991946153642003,0.988055559789571,0.987496120696518,0.983783380852838,0.983783380852838,0.973018227974078,0.967135436011395
0.991167217216745,0.988655635507051,0.98638120487285,0.986262114837981,0.980156033384027,0.980156033384027,0.979151707423296,0.978312784288773,0.975613410165071,0.975560481260685,0.969476315123963,0.969117623266548,0.967305243969413,0.966116436670552,0.966116436670552,0.965835822374501,0.965835822374501,0.964374078781449,0.963443657352416,0.962790969716759
0.998369128354023,0.997313252373675,0.995926423163405,0.995672674610872,0.985203681416117,0.985203681416117,0.983507749666978,0.974500707783313,0.97429767937439,0.973629653498897,0.973629653498897,0.973629653498897,0.973629653498897,0.972685631342812,0.972685631342812,0.972685631342812,0.972685631342812,0.964461226159907,0.964226136538072,0.964226136538072
0.999630905511811,0.99946686351706,0.99946686351706,0.989391295042232,0.989391295042232,0.989391295042232,0.988787699536416,0.988787699536416,0.988787699536416,0.988787699536416,0.988028562111793,0.982591174497749,0.971795377936551,0.971795377936551,0.969645052157349,0.969189084896868,0.96868901717596,0.96868901717596,0.966066033445996,0.965757750154964
0.968620066393346,0.962415452872258,0.9599078923498,0.959806086057058,0.956028435604324,0.955569893869426,0.943628969365005,0.942525444019478,0.94168003891456,0.94168003891456,0.941594752459168,0.941594752459168,0.941448547107067,0.941304335464312,0.941304335464312,0.937768256591522,0.937342225314448,0.937194638054891,0.934636484691205,0.934636484691205
0.999665327978581,0.999665327978581,0.991108610874496,0.991108610874496,0.990698507101199,0.990698507101199,0.990698507101199,0.989669190491591,0.982533234414237,0.974681531939301,0.974425983097108,0.973914885412722,0.973914885412722,0.958860991112922,0.958860991112922,0.958733050987151,0.958733050987151,0.958669080924266,0.958669080924266,0.958669080924266
0.99963141025641,0.99963141025641,0.99963141025641,0.989699669187313,0.989190183662657,0.989190183662657,0.987420056414095,0.987328805275351,0.987328805275351,0.987328805275351,0.985419324518321,0.982588505434712,0.982086401906216,0.982086401906216,0.979892034131043,0.975879476566406,0.97531900289381,0.97531900289381,0.96846721476675,0.967036509506568
0.999492385786802,0.999287387739164,0.999287387739164,0.986694258325508,0.9858153338059,0.9858153338059,0.985337471931162,0.98428788245629,0.98428788245629,0.98428788245629,0.983775798800689,0.967752963255516,0.965291922030445,0.965291922030445,0.95955260261056,0.957750905609496,0.956640899635821,0.956640899635821,0.952311835817335,0.94777558133328
1,0.999268239405854,0.999182744410178,0.998471914588988,0.998471914588988,0.995722406206635,0.995402985965343,0.995196591347893,0.995067594711987,0.995067594711987,0.991998574217552,0.991998574217552,0.991108149961555,0.991108149961555,0.980623698507523,0.98032559688317,0.97839255435217,0.97839255435217,0.977314491831265,0.972459506979389
0.995597264328151,0.991580498312824,0.991580498312824,0.99152046176989,0.99152046176989,0.991169422327759,0.981336587415304,0.981336587415304,0.981336587415304,0.981336587415304,0.976859136469448,0.976859136469448,0.976654227161262,0.97639809052603,0.975804846784372,0.966277628444444,0.964145653372139,0.964145653372139,0.940718347027507,0.940238323285936
0.999695883566851,0.997750951224163,0.997750951224163,0.996477701597265,0.996231545371097,0.994034375916027,0.98987074813551,0.98987074813551,0.989730087434843,0.989730087434843,0.98795656920665,0.986989450372632,0.982217056115835,0.982217056115835,0.979596498926253,0.979454250796362,0.971186637425313,0.970902112688381,0.957544614074075,0.940598054914858
0.999016715830875,0.997986998798208,0.997986998798208,0.995838515725483,0.991811857203247,0.991085044752265,0.991002764097437,0.989659263207422,0.989560526421628,0.989301318846808,0.98008217235243,0.978274832402015,0.977476231118171,0.977476231118171,0.977476231118171,0.976620704071597,0.975161786763105,0.97491571392473,0.974837772301715,0.974668898785182
1,1,1,0.996369936185759,0.996369936185759,0.99504076520573,0.99504076520573,0.994956794367417,0.994704881852478,0.994704881852478,0.99421473787406,0.991706007934692,0.982550869635874,0.982550869635874,0.981186891403612,0.981095051584325,0.980898616415296,0.980898616415296,0.980556913711151,0.979916547944164
0.997013041397463,0.997013041397463,0.988878988820672,0.98847939333163,0.984626085591224,0.984626085591224,0.984626085591224,0.976479988460067,0.973971416778859,0.973698917879048,0.97151583941641,0.971056877632514,0.97092935476332,0.951410058606297,0.951410058606297,0.951236232334175,0.951131936570902,0.950678746647157,0.950678746647157,0.950678746647157
0.994225236354866,0.989587571493436,0.989378592506377,0.989169613519318,0.985607755675773,0.98315480279862,0.982325661869463,0.978500415952981,0.97751524973518,0.976282521673982,0.976282521673982,0.976194471883754,0.975391690016104,0.975391690016104,0.975391690016104,0.975391690016104,0.970849897689279,0.956280189999426,0.956065422430953,0.952493633226718
0.981999084898373,0.981659986899051,0.979902831578872,0.979533459589645,0.977486348819089,0.977486348819089,0.975463326847324,0.975233179684805,0.975105320150073,0.974977460615341,0.972852521879853,0.972610311430118,0.971940326325719,0.97119537653914,0.97119537653914,0.970287525546377,0.970287525546377,0.969776505474145,0.967701454271752,0.967361662567921
0.999856856570283,0.999306549607151,0.999306549607151,0.998965900331088,0.998965900331088,0.993393419229273,0.993292306915747,0.993292306915747,0.992866993215999,0.992192911125832,0.991965304871831,0.991610228897577,0.991518121283817,0.991518121283817,0.983866064674281,0.97504413238283,0.96160925803578,0.96160925803578,0.961195201042257,0.959231358985176
0.995256163589497,0.99420636261216,0.991458196800234,0.991458196800234,0.987786718806752,0.986852638624903,0.986852638624903,0.986357240461542,0.981509872696165,0.980457641688951,0.969511477082845,0.969300554640019,0.969300554640019,0.968062193475995,0.968062193475995,0.968062193475995,0.96624915412209,0.966139342423477,0.966040511894725,0.965916973733785
0.996499270091901,0.9953131353464,0.990996041090679,0.990996041090679,0.989357331298581,0.989187133922902,0.988462773892015,0.987501726044018,0.98645154816642,0.98645154816642,0.986156493642234,0.986156493642234,0.986156493642234,0.978125055504638,0.978125055504638,0.978125055504638,0.978125055504638,0.971315273753069,0.971218231561594,0.971218231561594
0.99989939637827,0.99851370125515,0.998259719617039,0.998158126961795,0.997662172932025,0.99616757737447,0.995035587605297,0.992500756437633,0.991276458489858,0.991276458489858,0.980855734569493,0.980855734569493,0.980435217451852,0.980435217451852,0.978019129093768,0.977328537022719,0.968610634259149,0.968462618584624,0.968462618584624,0.96819947960769
1,0.999637190498744,0.999637190498744,0.99892789087513,0.99892789087513,0.997575564976076,0.997324781375031,0.997271984827443,0.996794301777834,0.996292734575745,0.99386162569185,0.993367805684659,0.993179692135698,0.992872878828542,0.99083627741638,0.988916201447123,0.985348856034459,0.985348856034459,0.984487378659261,0.984441524422494
1,1,1,0.994155906392514,0.993439869269329,0.993439869269329,0.993439869269329,0.992577702121005,0.992577702121005,0.992577702121005,0.99237312008581,0.980049435451991,0.976368661462068,0.976368661462068,0.972109864401624,0.970642291592821,0.970612710058041,0.970612710058041,0.970612710058041,0.970483085270021
1,0.996064453586797,0.994921647443046,0.994411413802583,0.994208459088115,0.990692854106234,0.990397647248825,0.989508512309248,0.989218577002864,0.98893669545499,0.982562911058598,0.982405037141974,0.98211574061172,0.98211574061172,0.97828752984933,0.972025932361855,0.963624214587258,0.963624214587258,0.963496296241799,0.962767833283039
0.990637201932383,0.98705697192143,0.986482824549194,0.981295092961452,0.967298979254615,0.966020884525725,0.964498188909064,0.961445246838785,0.961445246838785,0.961096846684407,0.959798381063498,0.956573825254537,0.955981204581544,0.955981204581544,0.955981204581544,0.954952775255114,0.954110334136907,0.950831291790995,0.949381854130395,0.948868994975001
0.992088487413194,0.979299006944342,0.968408955818453,0.968041405852858,0.964823405976306,0.961548977837507,0.959992757306368,0.95017535802338,0.948661491710564,0.94663921326031,0.946146099667616,0.946022927911656,0.945519292287284,0.94490153855739,0.944650999145455,0.944407570862062,0.941920690298318,0.94171829234776,0.941646695793822,0.941535323376583
1,1,0.999831939358484,0.999705893877347,0.999705893877347,0.994771332074422,0.993759612898422,0.993504020685538,0.993133056987671,0.993020643745893,0.989888143210942,0.989254062001136,0.989211789920482,0.989211789920482,0.988407849857933,0.984735847765568,0.981143210188876,0.980998055130178,0.98027429587917,0.98027429587917
1,1,0.999425531792052,0.999425531792052,0.992780822238148,0.992652566357156,0.992652566357156,0.984720615635768,0.98366579873716,0.968560377570919,0.968560377570919,0.968560377570919,0.968560377570919,0.965167656570337,0.965167656570337,0.965167656570337,0.96488411737858,0.946883695853768,0.946883695853768,0.946883695853768
1,0.998785580833059,0.996823481545817,0.996823481545817,0.996823481545817,0.990126694308099,0.989841180218475,0.989841180218475,0.986648468169167,0.984942291036408,0.982924744454404,0.982924744454404,0.982924744454404,0.982083805205293,0.982083805205293,0.981224171952161,0.980312940196273,0.980312940196273,0.980312940196273,0.980312940196273
0.993805959516273,0.99032547331334,0.988827490720933,0.98857346489591,0.986168888693491,0.984572154936205,0.983192149561379,0.982184015698935,0.982124244916577,0.982124244916577,0.979478860659926,0.979365897822879,0.979365897822879,0.97598064365982,0.97598064365982,0.97332768010162,0.97332768010162,0.97332768010162,0.97279945847089,0.97279945847089
1,1,0.998632729694757,0.998632729694757,0.998329613534821,0.998329613534821,0.998329613534821,0.996222762470037,0.983560939898536,0.951519911541483,0.951519911541483,0.951519911541483,0.951519911541483,0.948008885007923,0.947896212592517,0.947896212592517,0.947896212592517,0.944397094357012,0.944397094357012,0.944397094357012
1,0.999592271741612,0.999592271741612,0.999502009912328,0.999502009912328,0.998971332698592,0.99359905048131,0.99359905048131,0.99359905048131,0.99359905048131,0.993564751188461,0.993239567508178,0.991158651492298,0.991158651492298,0.980098553064306,0.979712936665314,0.978670127783868,0.978670127783868,0.972720823045151,0.962734025295573
0.999715064420218,0.999404822410273,0.996571842183006,0.996571842183006,0.995292253069181,0.99144438537223,0.99144438537223,0.990862753956855,0.983177629649378,0.97918150755247,0.978757337124629,0.978757337124629,0.978757337124629,0.972265646308329,0.972153409982182,0.9712499075567,0.9712499075567,0.970736426364577,0.970736426364577,0.970736426364577
0.998265443690115,0.990272689337401,0.989906128778655,0.989440878838707,0.989440878838707,0.984694532682474,0.975121340255317,0.973859047547791,0.973859047547791,0.973859047547791,0.973597169673018,0.973484202746645,0.973484202746645,0.973009371296397,0.971106963272102,0.945857477856728,0.945682425534077,0.945682425534077,0.94550728127856,0.945337002141252
0.995391440956357,0.989293966007952,0.985268177135138,0.984221867382944,0.983410057814343,0.978624555224839,0.974497555700276,0.971772645046434,0.971713770863377,0.971713770863377,0.965613897215418,0.965201245511391,0.964126992194619,0.963521351890585,0.962364062583168,0.9610776610563,0.957929297440644,0.957816666912964,0.9561742977848,0.954870599426895
0.998267001244942,0.996942991248787,0.993658339159609,0.993515250611971,0.987532523314496,0.9841441070128,0.983698942642372,0.979751098716738,0.974133057332151,0.964576707992694,0.96412187554803,0.96412187554803,0.96412187554803,0.960960636915379,0.960622599065136,0.960622599065136,0.959901788225942,0.953837429437656,0.953710656879332,0.953710656879332
0.999934318555008,0.999737274220033,0.9995705213176,0.9995705213176,0.99601471418858,0.99601471418858,0.995371524422053,0.988805058330627,0.988805058330627,0.987353123178392,0.987353123178392,0.987353123178392,0.987353123178392,0.985230642006407,0.985230642006407,0.985230642006407,0.985230642006407,0.970563715656734,0.970433171179277,0.970433171179277
1,0.999749415797777,0.999749415797777,0.994234011394393,0.994234011394393,0.993207469684328,0.992354461788837,0.992280785483085,0.992280785483085,0.992280785483085,0.992280785483085,0.983291204843252,0.979419318292442,0.979419318292442,0.977448144847712,0.977448144847712,0.97576082193083,0.975326967737751,0.974241099972918,0.970794453347005
1,1,1,0.997888975908781,0.994261620734802,0.994261620734802,0.994261620734802,0.993170345354203,0.993170345354203,0.993105899957711,0.983851101311361,0.977215430910053,0.975838078679056,0.975838078679056,0.975160462995641,0.975055363336043,0.973364328012185,0.972838677685329,0.970861648400432,0.965891613628481
0.999899598393574,0.997086621823068,0.997086621823068,0.989220488591966,0.9872751803004,0.9872751803004,0.985181896235653,0.984697190764891,0.984697190764891,0.98435872534722,0.982888457138387,0.97337840921258,0.972881266072539,0.972881266072539,0.971149456894443,0.969451823911929,0.968293327045286,0.968293327045286,0.965307342068683,0.96458449746072
0.999117320306198,0.990704279474653,0.990136447510656,0.989816132043786,0.989816132043786,0.985570836623606,0.982974246205788,0.982194361747334,0.982194361747334,0.982194361747334,0.974138120077414,0.973207600060894,0.971770719305687,0.971682007751601,0.967334672827492,0.958394013275521,0.946112443192873,0.946112443192873,0.945595311719144,0.943991853771547
0.999298512508452,0.996839684149522,0.992951764832022,0.992951764832022,0.992802920827959,0.990223215658486,0.989935279498902,0.987195072100416,0.979551808927592,0.96299440969657,0.96299440969657,0.96299440969657,0.96299440969657,0.960469868485099,0.959687745382243,0.959687745382243,0.959213845006256,0.953184439191814,0.953184439191814,0.953184439191814
0.99862596553773,0.997280139851134,0.993910631120657,0.993910631120657,0.993910631120657,0.978416883855926,0.975646363695037,0.975592135667165,0.974053445999571,0.973436470707735,0.971991710058449,0.971991710058449,0.971950403348679,0.971821319880647,0.971219609148626,0.970874719484857,0.968214653660577,0.96761109674898,0.96761109674898,0.967438651917095
0.996259518043144,0.994033284794809,0.993040315155873,0.992610028312334,0.992610028312334,0.989774013521802,0.986153146170957,0.986153146170957,0.986070291919746,0.985738763488609,0.981915742009474,0.981748418270547,0.98108378447614,0.980972235316856,0.980770751402578,0.980520970372272,0.969125230570037,0.967816853744624,0.9639272665647,0.960420967619216
0.989975556565063,0.983573815016716,0.981867913698591,0.98034723869906,0.971802895311043,0.969107215991988,0.967195542624609,0.962059497370049,0.961850770468584,0.961680603966049,0.961125176996746,0.960949494500372,0.959794382086717,0.958992543304319,0.958992543304319,0.958992543304319,0.953571607120755,0.946327652568235,0.945133729100115,0.943582998457139
