"x1","x2","x3","x4","x5","y"
1.37095844714667,1.02914071931376,2.32505849371513,-0.601382997836582,0.25057806717021,5.82373828426508
-0.564698171396089,0.914774867719613,0.524122181151092,-0.135816136579885,-0.277924049161014,-0.221542729523141
0.363128411337339,-0.00245626667956324,0.970733416408591,-0.98727278492051,-1.72473573426284,0.543958597706379
0.63286260496104,0.136009552413727,0.376973397152614,0.831925014618267,-2.00670494385569,1.95246818139832
0.404268323140999,-0.720153544943125,-0.995933396542156,-0.795059516415481,-1.29180833046846,1.26379158492424
-0.106124516091484,-0.198124330051216,-0.597482913048045,0.340464612015827,0.365838228483296,-0.437335741760371
1.51152199743894,-1.02920880604827,0.165251423080152,0.870429820346915,-0.152203253908431,2.481730832858
-0.0946590384130976,-0.966955895852616,-2.92847717857757,-1.18216100524638,-0.734094090076209,1.98936756220588
2.01842371387704,-1.22081308891909,-0.847914226578549,1.02289397573496,-0.781972056981591,4.07241847795114
-0.062714099052421,0.836207703944837,0.798584512223446,-2.10843457624333,0.551567034812709,3.06632075313742
1.30486965422349,1.1149717984954,-0.298455987965219,0.229762637699325,-1.61084098443007,1.26905234232829
2.28664539270111,-0.412944852927091,-0.283611376945371,1.51171079155376,0.748176433090443,4.6030729112481
-1.38886070111234,-1.12897739800683,0.869519306648764,0.555437989150677,0.449296011237588,-3.61736702568615
-0.278788766817371,-0.0879313317770513,-0.544355284698977,0.914878801249372,-0.870062520443655,-1.82916720452488
-0.133321336393658,2.24190369331262,0.628803235377603,-0.553396624279516,-0.0977479313579405,0.748910561997928
0.635950398070074,2.04131317075049,-1.42233445794539,0.298376089510017,0.893100213716266,4.58317288981852
-0.284252921416072,-1.71980033672145,-1.22751263333428,1.10637953965214,1.35091509526625,-3.080020520833
-2.65645542090478,-0.356906656122387,-1.67410551574443,-1.32914958483242,1.4889703943085,-6.36579757344698
-2.44046692857552,1.53328049216229,0.0843984822448786,1.00169412888602,0.371067212847268,-2.797637660288
1.32011334573019,-0.0382440966102368,-0.2061256639704,-1.40930387375741,-0.214473243512569,3.98083173848116
-0.306638594078475,1.59741324232642,1.44187164028206,-0.498781024681268,0.455494589939145,6.03103913773023
-1.78130843398,-0.333585393309883,-0.0417821033853644,2.62275685248845,-0.258111110256068,-3.0941692830448
-0.171917355759621,0.604985923915378,1.35375447776378,0.510665566028528,-1.00292375210412,4.97336284110657
1.2146746991726,0.224241239250251,1.94522527592283,-0.0908431942191987,0.84414348279794,6.39880067937243
1.89519346126497,3.22906949548006,-0.490938233708141,0.978765679210879,0.694658775896635,7.51671450426394
