"x1","x2","x3","x4","x5","y"
-1.80042991467272,0.0839211011480074,-2.29607158326623,0.233838541057686,-1.02021021973596,0
-0.106430450254887,-1.6488145452983,0.00465424393287542,0.0589991169053308,-0.754167090539836,1
1.83346778219836,1.26082751892305,-1.61634089171873,1.15135907021363,-1.22566787811365,2
1.02390072873188,0.331433803057917,1.73312927994601,1.65970497872695,-1.01690496475607,2
-0.00428592667880493,0.0512590380473469,-0.673676860802594,0.791891828763345,1.72199550261247,0
2.27991293901181,-1.00843258297304,-0.094417675292255,0.0864751288657739,2.99988878380276,2
0.123452166848072,0.0155502196548184,-0.839404140536249,-0.0531135380662012,2.50317248342828,0
-0.144079126106904,0.508704282746923,-0.238736510852746,-0.580590206269102,0.4696137872779,2
-1.31849156262705,1.02016973548775,0.0198315393913764,-0.0615357220584423,1.17924365152284,0
3.28144323254992,0.298498195073704,-0.0749545310688586,-0.19038197082841,0.402744406081915,2
-0.763539344154646,-0.589599614610775,-1.11783988147577,0.4606652895779,0.503450208638303,0
-1.42498475583876,1.07215682968861,0.237340638463468,-0.776819985512121,0.204972626239569,0
1.40033492002233,-1.17445842252245,0.658235463602706,-0.703352525003123,0.590978333186404,1
0.0927346909170608,1.34635675607817,-0.232102253730443,0.685966067607589,0.781294143253095,2
0.734892725081237,0.0345644109328505,1.07864400618717,0.0304210367470028,-0.481214893805051,1
0.449617287699043,-0.407219093069914,0.129833397925408,-0.785950826277118,0.679878241425952,0
0.275955736180793,-0.696034857887068,0.331934863914439,0.628662974122645,1.88532424110238,1
0.788712485597806,-0.504558810377946,-0.291605704469951,-0.591373702074666,1.04245569174574,2
-0.160660254449763,-0.313425707556102,0.237590150043967,-0.408765711740671,0.249707709822168,1
-0.916546916257844,1.36339089163012,1.26684446488474,0.442407804299718,-0.0598019916812906,1
0.0913618119743518,0.721106473513311,-0.258982466425031,1.85459701459707,0.287334255402618,2
0.861396176377926,-0.0533285248347452,-1.66744411120973,-2.58049500821601,-0.682581852891492,1
